round,algorithm,class_name,precision,recall,f1_score,support,improvement_from_prev,timestamp
8,FedAvg,Theft,0.1875,0.1099009900990099,0.13857677902621723,1010,-0.006594964330879333,2025-08-19T21:31:25.375220
9,FedAvg,Normal,0.2053388090349076,0.18796992481203006,0.19627085377821393,532,0.003633435724759576,2025-08-19T21:31:33.307586
9,FedAvg,DDoS,0.19788519637462235,0.27521008403361347,0.23022847100175747,476,0.01952612986463373,2025-08-19T21:31:33.307586
9,FedAvg,DoS,0.1697674418604651,0.16114790286975716,0.1653454133635334,453,-0.02060281695870647,2025-08-19T21:31:33.307586
9,FedAvg,Reconnaissance,0.20270270270270271,0.21937842778793418,0.21071115013169447,547,0.001321478770192147,2025-08-19T21:31:33.307586
9,FedAvg,Theft,0.20364741641337386,0.13617886178861788,0.16321559074299632,492,0.02463881171677909,2025-08-19T21:31:33.307586
10,FedAvg,Normal,0.22682445759368836,0.21739130434782608,0.22200772200772198,529,0.025736868229508048,2025-08-19T21:31:40.279016
10,FedAvg,DDoS,0.20612813370473537,0.296,0.24302134646962228,500,0.012792875467864812,2025-08-19T21:31:40.279016
10,FedAvg,DoS,0.16237113402061856,0.1254980079681275,0.14157303370786517,502,-0.023772379655668224,2025-08-19T21:31:40.279016
10,FedAvg,Reconnaissance,0.19056261343012704,0.2219873150105708,0.20507812500000003,473,-0.005633025131694447,2025-08-19T21:31:40.279016
10,FedAvg,Theft,0.19345238095238096,0.1310483870967742,0.15624999999999997,496,-0.006965590742996353,2025-08-19T21:31:40.279016
